Fecha,Feriado,place_id_dataGoogleMaps,place_name_dataGoogleMaps,review_id_hash_dataGoogleMaps,rating_dataGoogleMaps,review_text_dataGoogleMaps,published_at_dataGoogleMaps,response_from_owner_text_dataGoogleMaps,response_from_owner_ago_dataGoogleMaps,response_from_owner_date_dataGoogleMaps,review_likes_count_dataGoogleMaps,total_number_of_reviews_by_reviewer_dataGoogleMaps,total_number_of_photos_by_reviewer_dataGoogleMaps,is_local_guide_dataGoogleMaps,review_translated_text_dataGoogleMaps,response_from_owner_translated_text_dataGoogleMaps,Ciudad_dataClima,Latitud_dataClima,Longitud_dataClima,Forecast_dataClima,Temperatura Promedio (°C)_dataClima,Temperatura Maxima (°C)_dataClima,Temperatura Minima (°C)_dataClima,Precipitación (mm)_dataClima,Nieve (cm)_dataClima,Humedad(%)_dataClima,Visibilidad (km)_dataClima,Velocidad Viento(m/s)_dataClima,Amanecer (s)_dataClima,Atardecer (s)_dataClima,Forecast Time_dataClima,Usuario_dataTiktok,Descripción_dataTiktok,Vistas_dataTiktok,Hashtags_dataTiktok,Origen_dataTiktok
2023-12-25,Christmas Day,ChIJ4-M59TG_EJYR7v39hdqbfV4,muelle bahia brava,ab65bda398a1087b2ec026070851ddf7,4.0,,4 months ago,,,,0.0,118.0,78.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Sunny,15.6,23.4,7.2,0.0,0.0,54.0,10.0,7.6,06:13 AM,09:20 PM,2024-04-22 19:04,,,,,
2023-12-26,,,,,,,,,,,,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Sunny,18.7,26.0,11.9,0.0,0.0,46.0,10.0,14.4,06:14 AM,09:20 PM,2024-04-22 19:04,,,,,
2023-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vanuwidmer,El sur 😍 #vacaciones #bahiabrava #villalaangostura #sur #argentina #🇦🇷,689.0,#vacaciones #bahiabrava #villalaangostura #sur #argentina #🇦🇷,bahia mansa
2023-12-27,,,,,,,,,,,,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Sunny,17.7,24.8,11.6,0.0,0.0,55.0,10.0,20.9,06:15 AM,09:20 PM,2024-04-22 19:04,,,,,
2023-12-28,,,,,,,,,,,,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Sunny,14.3,21.5,8.2,0.0,0.0,60.0,10.0,22.7,06:15 AM,09:21 PM,2024-04-22 19:05,,,,,
2023-12-29,,,,,,,,,,,,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Partly cloudy,13.7,21.8,5.6,0.0,0.0,57.0,10.0,15.1,06:16 AM,09:21 PM,2024-04-22 19:04,,,,,
2023-12-30,,,,,,,,,,,,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Overcast,16.6,24.6,9.9,0.0,0.0,52.0,10.0,21.2,06:17 AM,09:21 PM,2024-04-22 19:03,,,,,
2023-12-31,,,,,,,,,,,,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Sunny,14.7,21.8,7.8,0.0,0.0,55.0,10.0,20.9,06:18 AM,09:21 PM,2024-04-22 19:05,,,,,
2024-01-01,New Year's Day,,,,,,,,,,,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Overcast,15.1,23.2,8.2,0.0,0.0,60.0,10.0,19.1,06:18 AM,09:21 PM,2024-04-22 19:03,,,,,
2024-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,micabarredoarte,El restaurante con la mejor vista de Villa La Angostura 🏔️🇦🇷 En el extremo norte del lago Nahuel Huapi se encuentra @miradorlakecuisine Un espacio que parece flotar por encima del agua y que te sorprende con sus sabores 🐠🌷 Si este verano estás por la Patagonia Argentina tenés que conocerlo 🫶🏽,21800.0,   ,bahia mansa
2024-01-02,,,,,,,,,,,,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Partly cloudy,16.0,24.0,8.3,0.0,0.0,49.0,10.0,19.8,06:19 AM,09:22 PM,2024-04-22 19:05,,,,,
2024-01-03,,,,,,,,,,,,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Sunny,16.4,24.2,8.1,0.0,0.0,49.0,10.0,18.7,06:20 AM,09:22 PM,2024-04-22 19:05,,,,,
2024-01-04,,,,,,,,,,,,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Partly cloudy,16.1,23.4,10.4,0.0,0.0,49.0,10.0,26.3,06:21 AM,09:22 PM,2024-04-22 19:03,,,,,
2024-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,karladf6,Bahía Mansa Villa Angostura 📍 Argentina 🫶✨ #bahiamansavillalaangostura,902.0,#bahiamansavillalaangostura,bahia mansa
2024-01-05,,,,,,,,,,,,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Patchy rain possible,14.5,20.3,10.2,0.18,0.0,65.0,10.0,37.1,06:22 AM,09:22 PM,2024-04-22 19:03,,,,,
2024-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laailafarias,"BUENAS BUENAAAAAS, mini resumen de paisajes que disfrutamos ayer💖 alquilamos bicicletas en Villa La angostura y recorrimos todo ✨ 7 hs intensas pero valieron la pena. Quieren que les suba videl explicando y pasando data?",31900.0,     ,bahia mansa
2024-01-06,,,,,,,,,,,,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Light rain shower,12.4,16.9,9.8,5.08,0.0,80.0,9.3,23.4,06:23 AM,09:21 PM,2024-04-22 19:05,,,,,
2024-01-07,,,,,,,,,,,,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Patchy rain possible,12.0,16.9,7.8,0.41,0.0,67.0,10.0,26.3,06:24 AM,09:21 PM,2024-04-22 19:03,,,,,
2024-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,claireuge,"✨Bariloche tiene infinidad de cosas y lugares para conocer por eso te dejo 5 cosas para hacer GRATIS y que disfrutes tus vacaciones al máximo! 🤩 1️⃣ Conocer el Centro Cívico y recorrer calle Mitre, una de las calles principales de la ciudad donde vas a encontrar gran variedad de negocios entre ellos locales de ropa, regalarías y chocolaterías 🍫. Si viniste hasta acá no podes perderte de pasear por la costanera y sacarte una foto 📸 en el emblemático cartel de BARILOCHE. 2️⃣ Cerro Campanario. 🤔¿Sabias que además de la histórica aerosilla de este cerro se puede subir TOTALMENTE GRATIS caminando? 🚶🏻La caminata consiste en un sendero de dificultad baja con duración aproximada de 45 minutos🏔️ 3️⃣ Pasar el día en alguna de las hermosas playas que esta ciudad ofrece. Te dejo algunas opciones 📍Playa Bonita km8 Av. Bustillo. En cole podes llegar con la línea 20, 21 o 10. 📍Playa sin viento ubicada en la Bahía del lago Moreno en circuito chico. 📍Playa del viento ubicada en el km 13 Av. Bustillo 📍Bahía serena ubicada en el km 12 de Av. Bustillo 📍Playa villa Tacul ubicada en el km 29 de Circuito chico. 4️⃣ Recorrer Circuito Chico. Te dejo los puntos mas importantes que no podes perderte de conocer. ⭐ Km. 20 – Península de San Pedro ⭐ Km. 23 – Llao Llao ⭐ Km. 33 – Puente del Arroyo Angostura ⭐ Km. 34 – Cementerio del Montañés ⭐ Km. 35 – Arroyo López y desvío a Colonia Suiza ⭐Km. 40 – Punto Panorámico ⭐Km. 42 – Puente lago Perito Moreno ⭐ Km 44 – Laguna El Trébol 🚌 A pesar de que no hay transporte público que recorra el Circuito Chico en su totalidad, se puede realizar gran parte con el Bus línea 20 que finaliza en Puerto Pañuelo. Desde allí, se pueden hacer senderos de baja dificultad. También se puede recorrer hasta Colonia Suiza con el Bus 10. 5️⃣ 🇨🇭Colonia Suiza. Fundada a fines del siglo XIX y es el primer asentamiento europeo de la zona. ✨Vas a poder disfrutar de la feria de los artesanos, gastronomía (recomendado probar el curanto los domingos!) y disfrutar de su playa. ℹ️ Todos los buses funcionan con tarjeta SUBE. 📩Si tenes alguna duda consúltame!",1731.0,     ,bahia mansa
2024-01-08,,,,,,,,,,,,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Sunny,11.7,19.7,4.9,0.03,0.0,58.0,10.0,20.9,06:25 AM,09:21 PM,2024-04-22 19:03,,,,,
2024-01-09,,,,,,,,,,,,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Sunny,11.5,19.5,4.0,0.0,0.0,52.0,10.0,18.7,06:26 AM,09:21 PM,2024-04-22 19:03,,,,,
2024-01-10,,,,,,,,,,,,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Sunny,12.5,21.7,3.6,0.0,0.0,53.0,10.0,12.6,06:27 AM,09:21 PM,2024-04-22 19:05,,,,,
2024-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,salttepper,"AKOL 🍗 El mejor restaurante de Villa La Angostura ubicado dentro de un barrio náutico 📍 Blvd. Quetrihue 488, Villa La Angostura 🌞 🌙 Martes a sábados ✉️ Reservas por WhatsApp o Instagram",177100.0,,bahia mansa
2024-01-11,,,,,,,,,,,,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Sunny,14.1,22.7,8.1,0.0,0.0,53.0,10.0,22.0,06:28 AM,09:20 PM,2024-04-22 19:05,,,,,
2024-01-12,,,,,,,,,,,,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Partly cloudy,13.5,21.4,6.0,0.0,0.0,49.0,10.0,23.4,06:29 AM,09:20 PM,2024-04-22 19:05,,,,,
2024-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rodriflorentin,la casita de la oma en villa la angostura💖 #merienda #patagoniaargentina,32400.0,#merienda #patagoniaargentina,bahia mansa
2024-01-13,,,,,,,,,,,,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Sunny,11.6,17.4,6.4,0.0,0.0,60.0,10.0,28.1,06:30 AM,09:20 PM,2024-04-22 19:03,,,,,
2024-01-14,,,,,,,,,,,,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Patchy rain possible,10.1,14.2,6.8,0.32,0.0,75.0,10.0,23.8,06:31 AM,09:19 PM,2024-04-22 19:03,,,,,
2024-01-15,,,,,,,,,,,,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Patchy rain possible,12.4,17.3,8.0,0.06,0.0,72.0,10.0,19.8,06:32 AM,09:19 PM,2024-04-22 19:03,,,,,
2024-01-16,,,,,,,,,,,,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Sunny,12.8,21.4,4.7,0.0,0.0,60.0,10.0,14.8,06:34 AM,09:18 PM,2024-04-22 19:03,,,,,
2024-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,agusseju,2 dias en villa la angostura #elsur #patagoniaargentina,804.0,#elsur #patagoniaargentina        ,bahia brava
2024-01-17,,,,,,,,,,,,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Overcast,15.0,23.4,8.7,0.0,0.0,56.0,10.0,31.0,06:35 AM,09:18 PM,2024-04-22 19:05,,,,,
2024-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,natunat2025,#argentina #paraiso #patagoniaargentina #villalaangostura #diosproveera,820.0,#argentina #paraiso #patagoniaargentina #villalaangostura #diosproveera ,bahia brava
2024-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turismovla,"Ver el atardecer en la montaña, conectar con el entorno y toda la magia que tiene Villa La Angostura para ofrecer.",867.0, ,bahia mansa
2024-01-18,,,,,,,,,,,,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Sunny,11.9,19.0,5.1,0.3,0.0,56.0,10.0,23.4,06:36 AM,09:17 PM,2024-04-22 19:03,,,,,
2024-01-19,,,,,,,,,,,,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Sunny,14.6,24.3,5.6,0.0,0.0,48.0,10.0,15.1,06:37 AM,09:17 PM,2024-04-22 19:03,,,,,
2024-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nolgutleber,"De los lugares más lindos. Villa La Angostura, Bahía Brava. #belleza #viajeconmates",397.0,#belleza #viajeconmates        ,bahia mansa
2024-01-20,,,,,,,,,,,,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Sunny,17.0,26.3,10.1,0.0,0.0,50.0,10.0,15.8,06:38 AM,09:16 PM,2024-04-22 19:03,,,,,
2024-01-21,,,,,,,,,,,,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Sunny,17.7,26.5,10.3,0.0,0.0,44.0,10.0,13.7,06:40 AM,09:16 PM,2024-04-22 19:03,,,,,
2024-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turismovla,La hermosa Bahía Brava!,6086.0,,bahia mansa
2024-01-22,,,,,,,,,,,,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Sunny,20.0,28.5,13.0,0.47,0.0,41.0,10.0,17.6,06:41 AM,09:15 PM,2024-04-22 19:03,,,,,
2024-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turismovla,Navegamos un ratito por Bahía Manzano? #villalaangostura🇦🇷 #patagonia #veranoenvla,1268.0,#villalaangostura🇦🇷 #patagonia #veranoenvla ,bahia mansa
2024-01-23,,,,,,,,,,,,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Sunny,19.3,26.8,12.8,0.0,0.0,49.0,10.0,22.0,06:42 AM,09:14 PM,2024-04-22 19:05,,,,,
2024-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viajandojuntosamerica,Mirador Bahía Mansa. Uno de los lugares imperdibles al visitar Villa la Angostura es su mirador natural. Hicimos un corto trekking y llegamos a una de las mejores vistas de la patagonia Argentina.,1029.0,    ,bahia mansa
2024-01-24,,,,,,,,,,,,,,,,,"Villa La Angostura, AR",-40.78,-71.66,Sunny,16.8,25.7,9.0,0.0,0.0,45.0,10.0,23.4,06:43 AM,09:13 PM,2024-04-22 19:05,,,,,
2024-01-25,,ChIJOemoJDK_EJYR_i_YDrSzhoU,bahia brava,5b22e4a5690f9653b84fc975f9464d0d,5.0,"Beautiful place, but very windy. Bring a coat. There is plenty of space near the water but there are also some tables in the park. From there you can take a walk to the myrtle forest. (About 1 hour more)",3 months ago,,,,0.0,115.0,,True,,,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJOemoJDK_EJYR_i_YDrSzhoU,bahia brava,13b44955e38d0a4b75e67edcf93a5556,5.0,.he waits,3 months ago,,,,0.0,62.0,106.0,True,.uylinda,,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJOemoJDK_EJYR_i_YDrSzhoU,bahia brava,6512c6c11850b2691692b85645068b41,5.0,,3 months ago,,,,0.0,10.0,2.0,False,,,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,c2c3327c3dc69cf899880cef594c021c,5.0,Es un lugar de en suenos . El dia que fuimos estaba nublado y realmente estaba el agua de un color precioso. Siento que la camara no capta el color de la misma manera que mi propia vista. En persona es mucho mas hermoso,3 months ago,,,,3.0,9.0,14.0,False,It is a place of dreams. The day we went it was cloudy and the water was really a beautiful color. I feel like the camera doesnt pick up color the same way my own eyesight does. In person it is much more beautiful,,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,868dd4cd0acac5a383cda6c4cf070fb7,5.0,"Playa muy linda y tranquila, poco viento, mucho sol, cuenta con zona delimitada y vigilada por guardavidas, alquiler de kayak y otras actividades. Para pasar todo el dia. Estacionamiento ahi cerca o sino a un par de cuadras pero se llega facil.",3 months ago,,,,0.0,121.0,286.0,True,"Very nice and quiet beach, little wind, lots of sun, has a delimited area supervised by lifeguards, kayak rental and other activities. To spend the whole day. Parking nearby or a couple of blocks away but easy to get to.",,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,1624413f4d54d21c69160baaa1c75098,5.0,Increible lugar. Fui por la manana para hacer la excursion a Arrayanes en catamaran y volver a pie 12km por el bosque. Quede fascinada,3 months ago,,,,0.0,62.0,125.0,True,Incredible place. I went in the morning to take the excursion to Arrayanes by catamaran and return on foot 12km through the forest. I was fascinated,,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,2532d9167d3a756e3d240e4d8bbb3bfa,5.0,Beautiful place. We went on a weekday and there werent many people. The ice water.,3 months ago,,,,2.0,8.0,17.0,False,,,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,80dc11ab30c875c76742f47cea0bf412,5.0,Hermoso lugar,3 months ago,,,,0.0,10.0,12.0,False,Beautiful place,,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,75fb6e14c70bf75e3d91eca060a63401,5.0,Paraiso!,3 months ago,,,,0.0,52.0,100.0,True,Paradise!,,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,f9c1eb6e817f3584f0a72b16f518f2dd,5.0,Muy lindo lugar. Relax.,3 months ago,,,,0.0,62.0,43.0,False,Very nice place. Relax.,,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,7c32a62cd417f4a4ac5c6fedbb75f8c6,5.0,Es un sueno!! maravilloso todo!!!!,3 months ago,,,,0.0,60.0,366.0,True,Its a dream!! everything wonderful!!!!,,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,54dc632501eacc5a23b17aa42581313d,5.0,"Hermoso lugar para pasar el dia, andar en kayak o disfrutar del agua. Hay guardavidas.",3 months ago,,,,0.0,165.0,13.0,True,"Beautiful place to spend the day, kayak or enjoy the water. There are lifeguards.",,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,0a9dff7cfbc620234afc55db50cec899,5.0,"Hermoso lugar, muy tranquilo y el paisaje es admirable.",3 months ago,,,,0.0,20.0,12.0,True,"Beautiful place, very quiet and the landscape is admirable.",,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,f093b416611335c3d7aab7402c4a023e,5.0,Hermoso lugar!! Muy lindo para hacer kayak,3 months ago,,,,0.0,2.0,,False,Beautiful place!! Very nice for kayaking,,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,fde0324015646053e858380af704ea6d,5.0,Es hermoso todo!!!,3 months ago,,,,0.0,45.0,9.0,True,Everything is beautiful!!!,,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,406aefa5d549b4fbf1eaa039b62f1942,5.0,Muy lindas vistas y exelente la playa,3 months ago,,,,0.0,46.0,112.0,True,Very nice views and excellent beach,,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,46fb6ee957d4643739a21e81f188d19e,5.0,"El agua cristalina fria, pero se puede chapuzonear",3 months ago,,,,0.0,25.0,1.0,True,"The crystal clear water is cold, but you can swim",,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,08df0a985ed49ad8f64594dad698ba13,5.0,Hermoso lugar ! Sonado!!!!,3 months ago,,,,0.0,2.0,,False,Beautiful place ! Dreamed of!!!!,,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,b059e379c5fb7279d015c6c77a69c9a5,5.0,Ideal para mates.,3 months ago,,,,0.0,42.0,13.0,False,Ideal for mates.,,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,40961e0141493baa68560a3b6b3f9394,5.0,Hermoso,3 months ago,,,,0.0,44.0,16.0,True,Beautiful,,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,f49b27b57ffdd413078a21c31be45ab0,5.0,"Just 10 minutes by taxi from the center, worth the visit.",3 months ago,,,,1.0,66.0,42.0,True,"Apenas 10 minutos de taxi do centro, vale a visita.",,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,e8ea704a1578ec160ceb5c1842519137,5.0,Excellent call to get to know and spend a few hours there. The color of the water is stunning.,3 months ago,,,,0.0,11.0,7.0,False,Ligar excelente para conhecer e gastar umas horas por ali. A cor da agua e deslumbrante.,,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,1074191160375083b1ff8279b9d42f9d,5.0,The place is so beautiful,3 months ago,,,,0.0,8.0,,False,O lugar e lindo de mais,,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,d483d040f786e03c4250239f1a5a3c5d,5.0,,3 months ago,,,,0.0,110.0,1.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,c81182deb98a6f729ded9f13ebf7eee4,5.0,,3 months ago,,,,0.0,5.0,,False,,,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,2864fa4e05e027e15ebf32be83a2e0bf,5.0,,3 months ago,,,,0.0,6.0,17.0,False,,,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,1ccc9cb29659a7f9d3e57cf99cd8f9c7,5.0,,3 months ago,,,,0.0,2.0,,False,,,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,1f9a9591edcc42161359da0506e9d293,5.0,,3 months ago,,,,0.0,7.0,,False,,,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,6ab56876bc09f47b866c39d2b376078c,5.0,,3 months ago,,,,0.0,2.0,,False,,,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,1a51f7b55f9bbfb8094421f2b4bc6ba1,5.0,,3 months ago,,,,0.0,1.0,3.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,9fcd78d937650fc02c1c8848ce6265c0,5.0,,3 months ago,,,,0.0,39.0,69.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
2024-01-25,,ChIJUydX4C-_EJYRWIZbBAF300s,bahia mansa,45f6250806d4e5141134dfe83d57777d,5.0,,3 months ago,,,,0.0,13.0,346.0,True,,,"Villa La Angostura, AR",-40.78,-71.66,Overcast,18.1,26.7,10.6,0.0,0.0,51.0,10.0,16.9,06:45 AM,09:13 PM,2024-04-22 19:03,,,,,
